model,participant,seed,sample_name,condition,stage,history_length,eligible_reorder,graph_permutation_changed,variant,true_node_idx,true_tier3_id,pred_node_idx,pred_tier3_id,node_correct,tier3_correct,node_confidence,true_node_probability,attention_history_mass,node_js_vs_actual,node_total_variation_vs_actual,top1_changed_vs_actual,tier3_top1_changed_vs_actual,abs_true_node_probability_change
M2-Direct-RealOrder,A,1,sample_000002,normal,1,1,False,False,reverse_presented,7,29,7,29,True,True,0.9998631477355957,0.9998631477355957,4.172325134277344e-07,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000002,normal,1,1,False,False,no_history,7,29,7,29,True,True,0.9998631477355957,0.9998631477355957,0.0,3.632753819982071e-13,9.789523358616492e-11,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000003,normal,1,2,True,False,actual,6,25,6,25,True,True,0.9821919798851013,0.9821919798851013,0.25,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000003,normal,1,2,True,False,graph_valid_truepos_control,6,25,6,25,True,True,0.9821919798851013,0.9821919798851013,0.25,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000003,normal,1,2,True,False,graph_valid_native,6,25,6,25,True,True,0.9821919798851013,0.9821919798851013,0.25,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000003,normal,1,2,True,False,random_presented,6,25,6,25,True,True,0.9889674782752991,0.9889674782752991,0.2500014901161194,0.00042368099093437195,0.006804447155445814,False,False,0.006775498390197754
M2-Direct-RealOrder,A,1,sample_000003,normal,1,2,True,False,reverse_presented,6,25,6,25,True,True,0.9889674782752991,0.9889674782752991,0.2500014901161194,0.00042368099093437195,0.006804447155445814,False,False,0.006775498390197754
M2-Direct-RealOrder,A,1,sample_000003,normal,1,2,True,False,no_history,6,25,6,25,True,True,0.9934713840484619,0.9934713840484619,0.0,0.0014143489534035325,0.011339942924678326,False,False,0.011279404163360596
M2-Direct-RealOrder,A,1,sample_000004,normal,1,3,True,False,actual,8,27,8,27,True,True,0.9998956918716431,0.9998956918716431,0.25,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000004,normal,1,3,True,False,graph_valid_truepos_control,8,27,8,27,True,True,0.9998956918716431,0.9998956918716431,0.25,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000004,normal,1,3,True,False,graph_valid_native,8,27,8,27,True,True,0.9998956918716431,0.9998956918716431,0.25,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000004,normal,1,3,True,False,random_presented,8,27,8,27,True,True,0.9998656511306763,0.9998656511306763,0.25,1.1926229035452707e-06,3.0299761419882998e-05,False,False,3.0040740966796875e-05
M2-Direct-RealOrder,A,1,sample_000004,normal,1,3,True,False,reverse_presented,8,27,8,27,True,True,0.9998956918716431,0.9998956918716431,0.25000059604644775,6.87297441182011e-13,1.0799993538368469e-10,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000004,normal,1,3,True,False,no_history,8,27,8,27,True,True,0.9999103546142578,0.9999103546142578,0.0,4.425177735356556e-07,1.5152055311773438e-05,False,False,1.4662742614746094e-05
M2-Direct-RealOrder,A,1,sample_000005,normal,1,4,True,True,actual,1,30,4,26,False,False,0.955669641494751,0.038323476910591125,0.4999973773956299,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000005,normal,1,4,True,True,graph_valid_truepos_control,1,30,4,26,False,False,0.955669641494751,0.038323476910591125,0.4999973773956299,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000005,normal,1,4,True,True,graph_valid_native,1,30,4,26,False,False,0.955098569393158,0.04075329750776291,0.2530341148376465,0.0005794867756776512,0.0028909023385494947,False,False,0.0024298205971717834
M2-Direct-RealOrder,A,1,sample_000005,normal,1,4,True,True,random_presented,1,30,4,26,False,False,0.9709921479225159,0.024582283571362495,0.4999973773956299,0.0009712000610306859,0.015578311868011951,False,False,0.01374119333922863
M2-Direct-RealOrder,A,1,sample_000005,normal,1,4,True,True,reverse_presented,1,30,4,26,False,False,0.9386337399482727,0.054140474647283554,0.250003457069397,0.0014983215369284153,0.01925773173570633,False,False,0.01581699773669243
M2-Direct-RealOrder,A,1,sample_000005,normal,1,4,True,True,no_history,1,30,4,26,False,False,0.9552119970321655,0.041153840720653534,0.0,0.0005717184394598007,0.0028330187778919935,False,False,0.0028303638100624084
M2-Direct-RealOrder,A,1,sample_000006,normal,1,5,True,True,actual,2,9,2,9,True,True,0.9996199607849121,0.9996199607849121,0.25079524517059326,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000006,normal,1,5,True,True,graph_valid_truepos_control,2,9,2,9,True,True,0.9996199607849121,0.9996199607849121,0.25079524517059326,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000006,normal,1,5,True,True,graph_valid_native,2,9,2,9,True,True,0.9993385672569275,0.9993385672569275,0.25079524517059326,2.092984868795611e-05,0.0002846909628715366,False,False,0.00028139352798461914
M2-Direct-RealOrder,A,1,sample_000006,normal,1,5,True,True,random_presented,2,9,2,9,True,True,0.9993411898612976,0.9993411898612976,0.2500017285346985,2.060915358015336e-05,0.00028210520395077765,False,False,0.00027877092361450195
M2-Direct-RealOrder,A,1,sample_000006,normal,1,5,True,True,reverse_presented,2,9,2,9,True,True,0.9995540976524353,0.9995540976524353,0.25000107288360596,1.8308635389985284e-06,6.724976992700249e-05,False,False,6.586313247680664e-05
M2-Direct-RealOrder,A,1,sample_000006,normal,1,5,True,True,no_history,2,9,2,9,True,True,0.9996260404586792,0.9996260404586792,0.0,2.43579506786773e-07,1.2332337064435706e-05,False,False,6.079673767089844e-06
M2-Direct-RealOrder,A,1,sample_000007,normal,1,6,True,True,actual,4,26,4,26,True,True,0.9828802943229675,0.9828802943229675,0.257236123085022,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000007,normal,1,6,True,True,graph_valid_truepos_control,4,26,4,26,True,True,0.9828802943229675,0.9828802943229675,0.257236123085022,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000007,normal,1,6,True,True,graph_valid_native,4,26,4,26,True,True,0.987934947013855,0.987934947013855,0.25324368476867676,0.00025216268841177225,0.005132910795509815,False,False,0.005054652690887451
M2-Direct-RealOrder,A,1,sample_000007,normal,1,6,True,True,random_presented,4,26,4,26,True,True,0.9879968762397766,0.9879968762397766,0.5000473260879517,0.0006539430469274521,0.006582135800272226,False,False,0.005116581916809082
M2-Direct-RealOrder,A,1,sample_000007,normal,1,6,True,True,reverse_presented,4,26,4,26,True,True,0.9843711256980896,0.9843711256980896,0.2500545382499695,2.5989102141465992e-05,0.0015217943582683802,False,False,0.0014908313751220703
M2-Direct-RealOrder,A,1,sample_000007,normal,1,6,True,True,no_history,4,26,4,26,True,True,0.9871345162391663,0.9871345162391663,0.0,0.0001756674173520878,0.0043508438393473625,False,False,0.0042542219161987305
M2-Direct-RealOrder,A,1,sample_000008,normal,1,7,True,True,actual,10,15,10,15,True,True,0.9998620748519897,0.9998620748519897,0.49994611740112305,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000008,normal,1,7,True,True,graph_valid_truepos_control,10,15,10,15,True,True,0.9998620748519897,0.9998620748519897,0.49994611740112305,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000008,normal,1,7,True,True,graph_valid_native,10,15,10,15,True,True,0.9997040629386902,0.9997040629386902,0.7499833703041077,1.9311613868921995e-05,0.00015862216241657734,False,False,0.00015801191329956055
M2-Direct-RealOrder,A,1,sample_000008,normal,1,7,True,True,random_presented,10,15,10,15,True,True,0.9998440742492676,0.9998440742492676,0.49994122982025146,6.201119617799122e-07,1.9935208911192603e-05,False,False,1.800060272216797e-05
M2-Direct-RealOrder,A,1,sample_000008,normal,1,7,True,True,reverse_presented,10,15,10,15,True,True,0.9998806715011597,0.9998806715011597,0.5000047087669373,2.3860097826400306e-06,2.9392233045655303e-05,False,False,1.8596649169921875e-05
M2-Direct-RealOrder,A,1,sample_000008,normal,1,7,True,True,no_history,10,15,10,15,True,True,0.9999014139175415,0.9999014139175415,0.0,5.268947916192701e-06,4.9313057388644665e-05,False,False,3.933906555175781e-05
M2-Direct-RealOrder,A,1,sample_000009,normal,1,8,True,True,actual,11,12,11,12,True,True,0.9996651411056519,0.9996651411056519,0.7499997019767761,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000009,normal,1,8,True,True,graph_valid_truepos_control,11,12,11,12,True,True,0.9996651411056519,0.9996651411056519,0.7499997019767761,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000009,normal,1,8,True,True,graph_valid_native,11,12,11,12,True,True,0.9997534155845642,0.9997534155845642,0.7499999403953552,3.617522907006787e-06,8.831385639496148e-05,False,False,8.827447891235352e-05
M2-Direct-RealOrder,A,1,sample_000009,normal,1,8,True,True,random_presented,11,12,11,12,True,True,0.9996830224990845,0.9996830224990845,0.7499526739120483,1.3472863429342397e-06,2.0310159015934914e-05,False,False,1.7881393432617188e-05
M2-Direct-RealOrder,A,1,sample_000009,normal,1,8,True,True,reverse_presented,11,12,11,12,True,True,0.9999504089355469,0.9999504089355469,0.5016521215438843,5.9744183090515435e-05,0.00028532472788356245,False,False,0.00028526782989501953
M2-Direct-RealOrder,A,1,sample_000009,normal,1,8,True,True,no_history,11,12,11,12,True,True,0.9999635219573975,0.9999635219573975,0.0,7.02820616425015e-05,0.00029896735213696957,False,False,0.00029838085174560547
M2-Direct-RealOrder,A,1,sample_000010,normal,1,9,True,True,actual,9,6,9,6,True,True,0.9994148015975952,0.9994148015975952,0.7499997615814209,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000010,normal,1,9,True,True,graph_valid_truepos_control,9,6,9,6,True,True,0.9994148015975952,0.9994148015975952,0.7499997615814209,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000010,normal,1,9,True,True,graph_valid_native,9,6,9,6,True,True,0.9993991851806641,0.9993991851806641,0.7499673366546631,2.198855872848071e-05,0.00016395312559325248,False,False,1.5616416931152344e-05
M2-Direct-RealOrder,A,1,sample_000010,normal,1,9,True,True,random_presented,9,6,9,6,True,True,0.9994584918022156,0.9994584918022156,0.7499231696128845,3.954394287575269e-06,7.546872075181454e-05,False,False,4.369020462036133e-05
M2-Direct-RealOrder,A,1,sample_000010,normal,1,9,True,True,reverse_presented,9,6,9,6,True,True,0.9995548129081726,0.9995548129081726,0.5036716461181641,4.087733032065444e-05,0.00020484370179474354,False,False,0.00014001131057739258
M2-Direct-RealOrder,A,1,sample_000010,normal,1,9,True,True,no_history,9,6,9,6,True,True,0.999680757522583,0.999680757522583,0.0,5.342767690308392e-05,0.0002700170734897256,False,False,0.00026595592498779297
M2-Direct-RealOrder,A,1,sample_000011,normal,1,10,True,True,actual,5,0,5,0,True,True,0.9928792119026184,0.9928792119026184,0.7499998807907104,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000011,normal,1,10,True,True,graph_valid_truepos_control,5,0,5,0,True,True,0.9928792119026184,0.9928792119026184,0.7499998807907104,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000011,normal,1,10,True,True,graph_valid_native,5,0,5,0,True,True,0.9697551727294922,0.9697551727294922,0.6879063844680786,0.004650128539651632,0.023477615788578987,False,False,0.02312403917312622
M2-Direct-RealOrder,A,1,sample_000011,normal,1,10,True,True,random_presented,5,0,5,0,True,True,0.989001989364624,0.989001989364624,0.7499995231628418,0.00041543261613696814,0.004458331037312746,False,False,0.0038772225379943848
M2-Direct-RealOrder,A,1,sample_000011,normal,1,10,True,True,reverse_presented,5,0,5,0,True,True,0.9640422463417053,0.9640422463417053,0.5002102851867676,0.006618009880185127,0.02973002754151821,False,False,0.028836965560913086
M2-Direct-RealOrder,A,1,sample_000011,normal,1,10,True,True,no_history,5,0,5,0,True,True,0.834539532661438,0.834539532661438,0.0,0.05101749300956726,0.15887895226478577,False,False,0.15833967924118042
M2-Direct-RealOrder,A,1,sample_000012,normal,2,11,True,True,actual,12,18,12,18,True,True,0.999946117401123,0.999946117401123,0.75,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000012,normal,2,11,True,True,graph_valid_truepos_control,12,18,12,18,True,True,0.999946117401123,0.999946117401123,0.75,5.0362627479830224e-14,1.3287149158713873e-12,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000012,normal,2,11,True,True,graph_valid_native,12,18,12,18,True,True,0.9997884631156921,0.9997884631156921,0.521740198135376,3.1406299967784435e-05,0.0001636659580981359,False,False,0.0001576542854309082
M2-Direct-RealOrder,A,1,sample_000012,normal,2,11,True,True,random_presented,12,18,12,18,True,True,0.999920129776001,0.999920129776001,0.75,2.0926436263835058e-06,2.6047291612485424e-05,False,False,2.5987625122070312e-05
M2-Direct-RealOrder,A,1,sample_000012,normal,2,11,True,True,reverse_presented,12,18,12,18,True,True,0.9998605251312256,0.9998605251312256,0.5027033090591431,1.5262832675944082e-05,9.451973892282695e-05,False,False,8.559226989746094e-05
M2-Direct-RealOrder,A,1,sample_000012,normal,2,11,True,True,no_history,12,18,12,18,True,True,0.99935382604599,0.99935382604599,0.0,0.00016127520939335227,0.0005969608901068568,False,False,0.0005922913551330566
M2-Direct-RealOrder,A,1,sample_000013,normal,2,12,True,True,actual,13,2,13,2,True,True,0.9999979734420776,0.9999979734420776,0.7494196891784668,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000013,normal,2,12,True,True,graph_valid_truepos_control,13,2,13,2,True,True,0.9999979734420776,0.9999979734420776,0.7494196891784668,-2.531037678536296e-17,8.122842676261399e-16,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000013,normal,2,12,True,True,graph_valid_native,13,2,13,2,True,True,0.999997615814209,0.999997615814209,0.7496131658554077,3.912347068535382e-08,3.7359379234658263e-07,False,False,3.5762786865234375e-07
M2-Direct-RealOrder,A,1,sample_000013,normal,2,12,True,True,random_presented,13,2,13,2,True,True,0.9962072372436523,0.9962072372436523,0.7497989535331726,0.001310370396822691,0.003790757153183222,False,False,0.003790736198425293
M2-Direct-RealOrder,A,1,sample_000013,normal,2,12,True,True,reverse_presented,13,2,13,2,True,True,0.9999679327011108,0.9999679327011108,0.7499998807907104,8.043994967010804e-06,3.0022369173821062e-05,False,False,3.0040740966796875e-05
M2-Direct-RealOrder,A,1,sample_000013,normal,2,12,True,True,no_history,13,2,13,2,True,True,0.9999784231185913,0.9999784231185913,0.0,4.763845481647877e-06,1.9537230400601402e-05,False,False,1.9550323486328125e-05
M2-Direct-RealOrder,A,1,sample_000014,normal,2,13,True,True,actual,14,7,14,7,True,True,0.9999140501022339,0.9999140501022339,0.7498871088027954,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000014,normal,2,13,True,True,graph_valid_truepos_control,14,7,14,7,True,True,0.9999140501022339,0.9999140501022339,0.7498871088027954,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000014,normal,2,13,True,True,graph_valid_native,14,7,14,7,True,True,0.9999263286590576,0.9999263286590576,0.5959751009941101,4.804496711585671e-07,1.3763000424660277e-05,False,False,1.2278556823730469e-05
M2-Direct-RealOrder,A,1,sample_000014,normal,2,13,True,True,random_presented,14,7,21,7,False,True,0.9351933002471924,0.06272255629301071,0.7480860948562622,0.5738359689712524,0.9372029304504395,True,False,0.9371914863586426
M2-Direct-RealOrder,A,1,sample_000014,normal,2,13,True,True,reverse_presented,14,7,14,7,True,True,0.887798547744751,0.887798547744751,0.7498871088027954,0.04039503261446953,0.11212222278118134,False,False,0.11211550235748291
M2-Direct-RealOrder,A,1,sample_000014,normal,2,13,True,True,no_history,14,7,14,7,True,True,0.9950078725814819,0.9950078725814819,0.0,0.001626598066650331,0.004911886062473059,False,False,0.004906177520751953
M2-Direct-RealOrder,A,1,sample_000015,normal,2,14,True,True,actual,15,8,15,8,True,True,0.999552309513092,0.999552309513092,0.7499934434890747,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000015,normal,2,14,True,True,graph_valid_truepos_control,15,8,15,8,True,True,0.999552309513092,0.999552309513092,0.7499934434890747,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000015,normal,2,14,True,True,graph_valid_native,15,8,15,8,True,True,0.999382734298706,0.999382734298706,0.7497476935386658,8.980699931271374e-06,0.00016954002785496414,False,False,0.00016957521438598633
M2-Direct-RealOrder,A,1,sample_000015,normal,2,14,True,True,random_presented,15,8,22,8,False,True,0.7417623400688171,0.2469257265329361,0.7499934434890747,0.38240349292755127,0.752830982208252,True,False,0.7526265978813171
M2-Direct-RealOrder,A,1,sample_000015,normal,2,14,True,True,reverse_presented,15,8,15,8,True,True,0.9821068644523621,0.9821068644523621,0.75,0.0059531331062316895,0.017631495371460915,False,False,0.01744544506072998
M2-Direct-RealOrder,A,1,sample_000015,normal,2,14,True,True,no_history,15,8,15,8,True,True,0.9989995360374451,0.9989995360374451,0.0,0.00024424033472314477,0.0007768197683617473,False,False,0.0005527734756469727
M2-Direct-RealOrder,A,1,sample_000016,normal,2,15,True,True,actual,16,13,20,1,False,False,0.5888938903808594,0.0055293133482337,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000016,normal,2,15,True,True,graph_valid_truepos_control,16,13,20,1,False,False,0.5888938903808594,0.0055293133482337,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000016,normal,2,15,True,True,graph_valid_native,16,13,20,1,False,False,0.6030408143997192,0.0053331865929067135,1.0,0.00011980798444710672,0.014604872092604637,False,False,0.0001961267553269863
M2-Direct-RealOrder,A,1,sample_000016,normal,2,15,True,True,random_presented,16,13,20,1,False,False,0.7321884036064148,4.5791082925461524e-07,0.7549053430557251,0.023012030869722366,0.16278795897960663,False,False,0.005528855603188276
M2-Direct-RealOrder,A,1,sample_000016,normal,2,15,True,True,reverse_presented,16,13,20,1,False,False,0.722148597240448,1.7632125945965527e-06,0.7500042915344238,0.013242078945040703,0.13561755418777466,False,False,0.005527550354599953
M2-Direct-RealOrder,A,1,sample_000016,normal,2,15,True,True,no_history,16,13,17,1,False,False,0.924665629863739,4.1887171391863376e-05,0.0,0.17151477932929993,0.5266109108924866,True,False,0.005487426184117794
M2-Direct-RealOrder,A,1,sample_000017,normal,2,16,True,True,actual,17,1,17,1,True,True,0.9999290704727173,0.9999290704727173,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000017,normal,2,16,True,True,graph_valid_truepos_control,17,1,17,1,True,True,0.9999290704727173,0.9999290704727173,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000017,normal,2,16,True,True,graph_valid_native,17,1,17,1,True,True,0.9999290704727173,0.9999290704727173,1.0,-6.289413434501512e-13,1.7930308349178858e-09,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000017,normal,2,16,True,True,random_presented,17,1,17,1,True,True,0.9996801614761353,0.9996801614761353,1.0,5.20958419656381e-05,0.000249024189542979,False,False,0.00024890899658203125
M2-Direct-RealOrder,A,1,sample_000017,normal,2,16,True,True,reverse_presented,17,1,17,1,True,True,0.7769366502761841,0.7769366502761841,0.7500025629997253,0.0842948704957962,0.22303880751132965,False,False,0.2229924201965332
M2-Direct-RealOrder,A,1,sample_000017,normal,2,16,True,True,no_history,17,1,17,1,True,True,0.9902695417404175,0.9902695417404175,0.0,0.003358361776918173,0.009698884561657906,False,False,0.009659528732299805
M2-Direct-RealOrder,A,1,sample_000018,normal,2,17,True,True,actual,18,16,18,16,True,True,0.999619722366333,0.999619722366333,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000018,normal,2,17,True,True,graph_valid_truepos_control,18,16,18,16,True,True,0.999619722366333,0.999619722366333,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000018,normal,2,17,True,True,graph_valid_native,18,16,18,16,True,True,0.999619722366333,0.999619722366333,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000018,normal,2,17,True,True,random_presented,18,16,18,16,True,True,0.998989999294281,0.998989999294281,0.7519316673278809,0.000372857553884387,0.0009399457485415041,False,False,0.000629723072052002
M2-Direct-RealOrder,A,1,sample_000018,normal,2,17,True,True,reverse_presented,18,16,18,16,True,True,0.9995449185371399,0.9995449185371399,0.7500127553939819,0.0001703788439044729,0.00038168978062458336,False,False,7.480382919311523e-05
M2-Direct-RealOrder,A,1,sample_000018,normal,2,17,True,True,no_history,18,16,18,16,True,True,0.9973627924919128,0.9973627924919128,0.0,0.0008498462848365307,0.002506571589037776,False,False,0.002256929874420166
M2-Direct-RealOrder,A,1,sample_000019,normal,2,18,True,True,actual,19,13,19,13,True,True,0.9675950407981873,0.9675950407981873,0.75,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000019,normal,2,18,True,True,graph_valid_truepos_control,19,13,19,13,True,True,0.9675950407981873,0.9675950407981873,0.75,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000019,normal,2,18,True,True,graph_valid_native,19,13,19,13,True,True,0.9675950407981873,0.9675950407981873,0.75,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000019,normal,2,18,True,True,random_presented,19,13,20,1,False,False,0.9895725846290588,0.0015042087761685252,0.995097279548645,0.6733681559562683,0.991205632686615,True,True,0.9660908579826355
M2-Direct-RealOrder,A,1,sample_000019,normal,2,18,True,True,reverse_presented,19,13,17,1,False,False,0.9858554005622864,0.0020982245914638042,0.7500098943710327,0.6682010293006897,0.9863604307174683,True,True,0.965496838092804
M2-Direct-RealOrder,A,1,sample_000019,normal,2,18,True,True,no_history,19,13,17,1,False,False,0.9973757266998291,0.00014825465041212738,0.0,0.6827327013015747,0.9965311884880066,True,True,0.9674468040466309
M2-Direct-RealOrder,A,1,sample_000020,normal,2,19,True,True,actual,20,1,20,1,True,True,0.8987008929252625,0.8987008929252625,0.9999933838844299,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000020,normal,2,19,True,True,graph_valid_truepos_control,20,1,20,1,True,True,0.8987008929252625,0.8987008929252625,0.9999933838844299,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000020,normal,2,19,True,True,graph_valid_native,20,1,20,1,True,True,0.8987008929252625,0.8987008929252625,0.9999933838844299,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000020,normal,2,19,True,True,random_presented,20,1,17,1,False,True,0.9934954643249512,1.4882793664128258e-07,1.0,0.6836326122283936,0.9943063259124756,True,False,0.8987007737159729
M2-Direct-RealOrder,A,1,sample_000020,normal,2,19,True,True,reverse_presented,20,1,10,15,False,False,0.7757416367530823,0.0010652036871761084,0.7500009536743164,0.5391966104507446,0.9048323631286621,True,True,0.8976356983184814
M2-Direct-RealOrder,A,1,sample_000020,normal,2,19,True,True,no_history,20,1,10,15,False,False,0.8325244784355164,0.0001949354336829856,0.0,0.5616987943649292,0.9061757922172546,True,True,0.8985059857368469
M2-Direct-RealOrder,A,1,sample_000021,normal,2,20,True,True,actual,21,7,21,7,True,True,0.9997087121009827,0.9997087121009827,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000021,normal,2,20,True,True,graph_valid_truepos_control,21,7,21,7,True,True,0.9997087121009827,0.9997087121009827,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000021,normal,2,20,True,True,graph_valid_native,21,7,21,7,True,True,0.9997087121009827,0.9997087121009827,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000021,normal,2,20,True,True,random_presented,21,7,21,7,True,True,0.9967119693756104,0.9967119693756104,0.999997615814209,0.0009066925849765539,0.0030674475710839033,False,False,0.0029967427253723145
M2-Direct-RealOrder,A,1,sample_000021,normal,2,20,True,True,reverse_presented,21,7,21,7,True,True,0.6004330515861511,0.6004330515861511,0.7503719925880432,0.16354994475841522,0.39936161041259766,False,False,0.39927566051483154
M2-Direct-RealOrder,A,1,sample_000021,normal,2,20,True,True,no_history,21,7,14,7,False,True,0.99154132604599,0.007852299138903618,0.0,0.6701120138168335,0.9921116232872009,True,False,0.9918563961982727
M2-Direct-RealOrder,A,1,sample_000022,normal,2,21,True,True,actual,22,8,22,8,True,True,0.8461775183677673,0.8461775183677673,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000022,normal,2,21,True,True,graph_valid_truepos_control,22,8,22,8,True,True,0.8461775183677673,0.8461775183677673,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000022,normal,2,21,True,True,graph_valid_native,22,8,22,8,True,True,0.8461775183677673,0.8461775183677673,1.0,0.0,0.0,False,False,0.0
M2-Direct-RealOrder,A,1,sample_000022,normal,2,21,True,True,random_presented,22,8,25,10,False,False,0.9019756317138672,0.00035805231891572475,1.0,0.6906761527061462,0.9991333484649658,True,True,0.8458194732666016
M2-Direct-RealOrder,A,1,sample_000022,normal,2,21,True,True,reverse_presented,22,8,15,8,False,True,0.8374747633934021,0.012349307537078857,0.7500008940696716,0.6194443106651306,0.9575684070587158,True,False,0.8338282108306885
